1	0.03888
2	-0.04437
3	0.15556
4	-0.09987
5	0.47881
6	-0.19106
7	0.13944
8	0.54012
9	0.16187
10	-0.26188
11	0.46869
12	0.19938
13	0.02544
14	-0.03381
15	-0.10231
16	0.36431
17	0.05987
18	0.11888
19	0.14681
20	-0.14344
21	0.05387
22	-0.18281
23	0.08144
24	-0.0335
25	-0.15319
26	0.18612
27	0.27344
28	0.03706
29	0.40613
30	0.18244
31	-0.55163
32	-0.41731
33	0.35906
34	-0.08175
35	-0.47994
36	-0.08181
37	0.36738
38	-0.24119
39	-0.07744
40	0.27187
41	0.11388
42	-0.11594
43	0.15075
44	-0.18762
45	-0.193
46	-0.605
47	0.0735
48	-0.1515
49	0.04006
50	-0.21525
51	2.27338
52	1.97575
53	2.21806
54	1.9385
55	1.70375
56	1.97656
57	2.21763
58	1.974
59	2.03444
60	1.93325
61	1.86187
62	1.84413
63	2.05313
64	1.99519
65	1.72944
66	2.14319
67	1.786
68	1.95087
69	2.01213
70	1.95
71	2.2195
72	1.97812
73	1.49956
74	2.20038
75	1.916
76	0.05862
77	0.13875
78	-0.0925
79	0.27306
80	-0.49144
81	-0.239
82	0.07225
83	-0.04562
84	-0.42938
85	0.18631
86	0.22556
87	-0.16512
88	-0.05381
89	-0.43475
90	-0.19256
91	0.68444
92	0.28287
93	0.22
94	0.43094
95	-0.33313
96	0.06556
97	-0.235
98	-0.24181
99	0.21275
100	-0.11506
