1	0.20989
2	-0.03311
3	0.54644
4	-0.37
5	-0.04922
6	0.17578
7	-0.42989
8	0.39689
9	0.46767
10	0.07622
11	0.24744
12	-0.23567
13	-0.43178
14	0.14044
15	-0.36533
16	0.51356
17	0.30789
18	0.40067
19	-0.13289
20	-0.62856
21	-0.15711
22	0.11667
23	0.02744
24	-0.37111
25	0.04322
26	0.02878
27	0.055
28	-0.21067
29	0.10367
30	0.01778
31	0.10989
32	-0.24022
33	-0.02811
34	0.162
35	-0.19778
36	0.41233
37	0.02756
38	-0.21967
39	0.22056
40	-0.40533
41	-0.09778
42	-0.74622
43	0.03489
44	-0.74044
45	0.013
46	0.20911
47	0.49056
48	0.451
49	-0.20889
50	0.141
51	2.22756
52	2.55289
53	2.13911
54	2.04311
55	1.58578
56	2.24811
57	1.823
58	2.02667
59	1.40344
60	2.32022
61	2.24622
62	1.79844
63	2.10944
64	2.28944
65	2.01144
66	2.29867
67	1.99611
68	2.14
69	1.99189
70	2.07278
71	1.88089
72	1.33033
73	2.72089
74	1.49256
75	1.73933
76	0.44222
77	-0.17711
78	0.08689
79	0.00889
80	0.15211
81	-0.60067
82	0.12333
83	-0.09056
84	0.28433
85	0.11333
86	-0.00189
87	0.32589
88	0.06856
89	0.04667
90	-0.26333
91	-0.05733
92	-0.28333
93	-0.02678
94	-0.17722
95	-0.04256
96	-0.17933
97	0.20489
98	0.08322
99	0.71389
100	-3.33333E-4
