1	0.08058
2	-0.15444
3	0.07841
4	0.10813
5	0.11006
6	0.15587
7	0.11753
8	-0.04642
9	-0.03538
10	0.09001
11	-0.11485
12	-0.01804
13	0.00429
14	-0.01532
15	0.17775
16	-0.06728
17	0.1477
18	0.03182
19	-0.00686
20	0.09333
21	-0.00801
22	-0.05006
23	0.10054
24	-0.05549
25	-0.04191
26	-0.12202
27	-0.09615
28	0.15825
29	0.18917
30	-0.00368
31	0.05254
32	-0.03229
33	-0.07947
34	-0.00507
35	0.19093
36	-0.17539
37	0.1634
38	-0.03022
39	-0.01598
40	-0.1787
41	-0.11711
42	-0.05016
43	0.09229
44	0.11357
45	-0.09626
46	0.02537
47	0.19774
48	-0.01534
49	-0.14447
50	-0.03667
51	2.0603
52	2.04879
53	1.87876
54	1.95864
55	1.86361
56	2.16218
57	2.0929
58	1.90121
59	1.90004
60	1.93578
61	1.9891
62	1.9238
63	2.00624
64	2.11542
65	1.99695
66	2.04569
67	2.05041
68	1.97543
69	1.85824
70	2.02989
71	2.04934
72	1.94931
73	2.02819
74	1.98668
75	2.01232
76	-0.06976
77	-0.08671
78	-0.05365
79	-0.13658
80	0.03799
81	0.10148
82	0.04849
83	0.18022
84	-0.08734
85	-0.05557
86	-0.27756
87	-0.0371
88	-0.17887
89	0.08108
90	0.12126
91	0.08087
92	-0.01621
93	0.09177
94	0.04585
95	-0.06608
96	-0.01993
97	-0.09915
98	0.04584
99	-0.21294
100	-0.09879
