1	-0.03065
2	0.03673
3	0.00647
4	-0.02716
5	-0.26435
6	-0.03082
7	-0.2092
8	0.17241
9	-0.05827
10	-0.18035
11	-0.36692
12	-0.02645
13	0.07141
14	0.26382
15	0.02716
16	0.05792
17	0.25969
18	0.05929
19	-0.12902
20	0.20939
21	0.03359
22	-0.21427
23	-0.20924
24	0.02027
25	0.09096
26	0.20002
27	0.03298
28	0.15137
29	0.02339
30	0.0909
31	0.06114
32	-0.0529
33	-0.23918
34	0.23161
35	-0.08641
36	0.25337
37	-0.06869
38	-0.12412
39	-0.13671
40	-0.15327
41	0.13118
42	-0.00614
43	-0.01073
44	-0.12776
45	-0.04653
46	-0.04035
47	-0.02114
48	-0.26106
49	0.11518
50	0.09286
51	2.21894
52	1.9858
53	1.88729
54	1.97792
55	1.94355
56	2.12927
57	1.89335
58	2.00404
59	1.8038
60	1.99139
61	1.95045
62	1.82939
63	2.007
64	2.25629
65	2.10804
66	1.84224
67	1.89667
68	1.8369
69	1.93004
70	1.97182
71	2.24212
72	1.73588
73	1.84314
74	1.87447
75	1.70782
76	-0.07245
77	-0.13404
78	0.01569
79	0.11286
80	-0.06051
81	-0.11486
82	0.09629
83	0.22027
84	0.06137
85	-0.21024
86	-0.01998
87	0.29865
88	-0.06582
89	-0.08239
90	-0.09402
91	0.19365
92	-0.05835
93	-0.09863
94	0.01094
95	-0.21316
96	0.00778
97	0.24706
98	-0.16241
99	-0.00816
100	0.04547
